pair,scenario,condition,correct,final_choice,n_turns
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mask,asym_adv,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mask,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mask,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mat,asym_adv,0,,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mat,asym_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mat,asym_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mat,asym_adv,0,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mat,asym_adv,1,shelf,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,medal,asym_adv,0,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,medal,asym_adv,1,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,medal,asym_adv,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,medal,asym_adv,1,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,medal,asym_adv,0,shelf,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mirror,asym_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mirror,asym_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mirror,asym_adv,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mirror,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mirror,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mug,asym_adv,1,rack,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mug,asym_adv,1,rack,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mug,asym_adv,0,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mug,asym_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mug,asym_adv,1,rack,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,needle,asym_adv,1,drawer,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,needle,asym_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,needle,asym_adv,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,needle,asym_adv,0,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,needle,asym_adv,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,net,asym_adv,1,shed,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,net,asym_adv,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,net,asym_adv,1,shed,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,net,asym_adv,0,yard,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,net,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,notebook,asym_adv,1,desk,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,notebook,asym_adv,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,notebook,asym_adv,1,desk,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,notebook,asym_adv,0,backpack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,notebook,asym_adv,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pail,asym_adv,1,shed,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pail,asym_adv,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pail,asym_adv,1,shed,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pail,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pail,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,paint,asym_adv,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,paint,asym_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,paint,asym_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,paint,asym_adv,0,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,paint,asym_adv,1,shelf,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pan,asym_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pan,asym_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pan,asym_adv,0,stove,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pan,asym_adv,0,stove,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pan,asym_adv,1,shelf,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,patch,asym_adv,1,drawer,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,patch,asym_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,patch,asym_adv,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,patch,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,patch,asym_adv,0,table,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pen,asym_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pen,asym_adv,1,tray,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pen,asym_adv,0,cup,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pen,asym_adv,1,tray,2
Qwen3-8B × Qwen3-8B,pen,asym_adv,1,tray,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pen,asym_adv,1,tray,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,phone,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,phone,asym_adv,1,table,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,phone,asym_adv,1,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,phone,asym_adv,1,table,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,phone,asym_adv,0,couch,2
Qwen3-8B × Qwen3-8B,phone,asym_adv,1,table,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,phone,asym_adv,1,table,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,photo,asym_adv,1,drawer,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,photo,asym_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,photo,asym_adv,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,photo,asym_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,photo,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pillow,asym_adv,1,bed,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pillow,asym_adv,1,bed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pillow,asym_adv,0,couch,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pillow,asym_adv,0,couch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pillow,asym_adv,0,couch,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,pkg,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pkg,asym_adv,0,,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pkg,asym_adv,1,back porch,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pkg,asym_adv,0,front door,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pkg,asym_adv,0,front door,2
Qwen3-8B × Qwen3-8B,pkg,asym_adv,1,back porch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,plate,asym_adv,1,sink,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,plate,asym_adv,1,sink,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,plate,asym_adv,0,table,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,plate,asym_adv,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,plate,asym_adv,1,sink,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,plug,asym_adv,0,,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,plug,asym_adv,1,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,plug,asym_adv,0,desk,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,plug,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,plug,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,rake,asym_adv,1,shed,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,rake,asym_adv,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,rake,asym_adv,0,fence,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,rake,asym_adv,0,fence,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,rake,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,receipt,asym_adv,1,pocket,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,receipt,asym_adv,1,pocket,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,receipt,asym_adv,0,folder,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,receipt,asym_adv,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,receipt,asym_adv,1,pocket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,remote,asym_adv,1,table,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,remote,asym_adv,1,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,remote,asym_adv,0,cushion,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,remote,asym_adv,0,cushion,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,remote,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ring,asym_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ring,asym_adv,0,pouch,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ring,asym_adv,0,pouch,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ring,asym_adv,0,pouch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ring,asym_adv,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,rope,asym_adv,1,shed,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,rope,asym_adv,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,rope,asym_adv,1,shed,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,rope,asym_adv,0,trunk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,rope,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scale,asym_adv,1,shelf,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scale,asym_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scale,asym_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scale,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scale,asym_adv,0,counter,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scarf,asym_adv,1,closet,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scarf,asym_adv,1,closet,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scarf,asym_adv,0,bench,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scarf,asym_adv,0,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scarf,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scissors,asym_adv,1,desk,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scissors,asym_adv,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scissors,asym_adv,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scissors,asym_adv,0,cabinet,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scissors,asym_adv,0,cabinet,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,seed,asym_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,seed,asym_adv,1,bag,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,seed,asym_adv,1,bag,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,seed,asym_adv,1,bag,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,seed,asym_adv,0,pot,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,shovel,asym_adv,1,yard,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,shovel,asym_adv,1,yard,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,shovel,asym_adv,1,yard,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,shovel,asym_adv,0,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,shovel,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,soap,asym_adv,1,ledge,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,soap,asym_adv,1,ledge,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,soap,asym_adv,0,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,soap,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,soap,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,sponge,asym_adv,1,counter,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,sponge,asym_adv,0,,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,sponge,asym_adv,1,counter,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,sponge,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,sponge,asym_adv,0,,8
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,spoon,asym_adv,0,cup,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,spoon,asym_adv,1,bowl,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,spoon,asym_adv,1,bowl,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,spoon,asym_adv,0,cup,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,spoon,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stamp,asym_adv,1,drawer,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stamp,asym_adv,0,tray,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stamp,asym_adv,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stamp,asym_adv,0,tray,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stamp,asym_adv,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stapler,asym_adv,1,desk,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stapler,asym_adv,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stapler,asym_adv,1,desk,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stapler,asym_adv,0,drawer,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stapler,asym_adv,0,,6
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stone,asym_adv,1,pot,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stone,asym_adv,1,pot,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stone,asym_adv,0,ledge,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stone,asym_adv,0,ledge,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stone,asym_adv,1,pot,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,strap,asym_adv,0,hook,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,strap,asym_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,strap,asym_adv,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,strap,asym_adv,0,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,strap,asym_adv,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,tape,asym_adv,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,tape,asym_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tape,asym_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tape,asym_adv,0,drawer,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tape,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ticket,asym_adv,1,pocket,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ticket,asym_adv,1,pocket,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ticket,asym_adv,1,pocket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ticket,asym_adv,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ticket,asym_adv,0,bag,6
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,towel,asym_adv,1,rack,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,towel,asym_adv,1,rack,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,towel,asym_adv,0,basket,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,towel,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,towel,asym_adv,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,toy,asym_adv,1,bin,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,toy,asym_adv,1,bin,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,toy,asym_adv,0,rug,10
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,toy,asym_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,toy,asym_adv,0,,5
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,tray,asym_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,tray,asym_adv,1,oven,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tray,asym_adv,1,oven,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tray,asym_adv,0,,1
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tray,asym_adv,0,counter,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,umbrella,asym_adv,1,hook,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,umbrella,asym_adv,1,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,umbrella,asym_adv,0,stand,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,umbrella,asym_adv,1,hook,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,umbrella,asym_adv,0,stand,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,vase,asym_adv,0,table,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,vase,asym_adv,1,mantle,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,vase,asym_adv,0,table,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,vase,asym_adv,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,vase,asym_adv,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,wallet,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wallet,asym_adv,1,drawer,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wallet,asym_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wallet,asym_adv,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wallet,asym_adv,0,desk,2
Qwen3-8B × Qwen3-8B,wallet,asym_adv,1,drawer,2
Qwen_Qwen3-14B × Qwen_Qwen3-14B,wallet,asym_adv,0,,16
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wallet,asym_adv,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,watch,asym_adv,0,,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,watch,asym_adv,1,nightstand,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,watch,asym_adv,1,nightstand,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,watch,asym_adv,0,,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,watch,asym_adv,0,dresser,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,whisk,asym_adv,1,drawer,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,whisk,asym_adv,0,hook,12
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,whisk,asym_adv,0,hook,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,whisk,asym_adv,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,whisk,asym_adv,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wire,asym_adv,1,bench,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wire,asym_adv,1,bench,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wire,asym_adv,1,bench,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wire,asym_adv,1,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wire,asym_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wrench,asym_adv,1,toolbox,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wrench,asym_adv,1,toolbox,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wrench,asym_adv,1,toolbox,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wrench,asym_adv,0,bench,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wrench,asym_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,apron,asym_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,apron,asym_coop,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,apron,asym_coop,1,drawer,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,apron,asym_coop,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,apron,asym_coop,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,badge,asym_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,badge,asym_coop,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,badge,asym_coop,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,badge,asym_coop,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,badge,asym_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ball,asym_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ball,asym_coop,1,garage,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ball,asym_coop,1,garage,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ball,asym_coop,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ball,asym_coop,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,belt,asym_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,belt,asym_coop,0,closet,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,belt,asym_coop,1,chair,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,belt,asym_coop,1,chair,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,belt,asym_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,binder,asym_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,binder,asym_coop,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,binder,asym_coop,0,shelf,4
